Passenger_ID,Passenger_Name,Age,Gender,Nationality,Travel_Class,Flight_ID,Booking_Channel,Ticket_Price_USD,Satisfaction_Score,Satisfaction_Level
PS00267,Rahul Joseph,27,Male,Singaporean,Economy,FL00372,Travel Agent,407.0,3.5,Satisfied
PS00268,Diya Joseph,47,Male,British,Economy,FL02931,Website,1066.0,4.2,Very Satisfied
PS00269,Isha Joseph,26,Male,Singaporean,Economy,FL01756,Airport Counter,1244.0,2.2,Dissatisfied
PS00270,Ananya Kumar,34,Female,UAE,Premium Economy,FL01014,Website,550.0,3.7,Satisfied
PS00271,Diya Joseph,46,Female,Australian,Economy,FL04677,Airport Counter,1032.0,3.5,Satisfied
PS00272,Olivia Wilson,21,Female,British,Economy,FL00382,Mobile App,391.0,4.5,Very Satisfied
PS00273,Meera Patel,40,Male,Canadian,Economy,FL01613,Mobile App,1426.0,4.8,Very Satisfied
PS00274,Aditya Patel,29,Male,Australian,Business,FL02982,Travel Agent,1214.0,4.7,Very Satisfied
PS00275,Aarav Gupta,71,Female,American,Premium Economy,FL01754,Travel Agent,400.0,3.4,Satisfied
PS00276,Noah Martin,60,Female,Australian,Economy,FL00316,Mobile App,661.0,3.2,Satisfied
PS00277,Arjun Thomas,21,Male,Australian,Business,FL01838,Travel Agent,938.0,4.3,Very Satisfied
PS00278,Arjun Singh,25,Male,Indian,Economy,FL02351,Website,939.0,3.7,Satisfied
PS00279,Arjun Taylor,66,Female,American,Economy,FL03423,Travel Agent,776.0,4.1,Very Satisfied
PS00280,Aisha Joseph,34,Female,Indian,Economy,FL02826,Travel Agent,1269.0,5.0,Very Satisfied
PS00281,Rohan Smith,65,Female,Canadian,Economy,FL03883,Website,641.0,1.9,Very Dissatisfied
PS00282,Priya Singh,71,Female,Canadian,Business,FL04812,Website,622.0,4.7,Very Satisfied
PS00283,Noah Singh,18,Male,American,Economy,FL01304,Mobile App,817.0,3.6,Satisfied
PS00284,Emma Thomas,52,Male,American,Premium Economy,FL02680,Website,480.0,3.7,Satisfied
PS00285,Daniel Iyer,23,Female,Canadian,Economy,FL00563,Mobile App,605.0,3.3,Satisfied
PS00286,Kabir Thomas,69,Female,Indian,Business,FL00234,Mobile App,347.0,4.8,Very Satisfied
PS00287,Olivia Singh,73,Female,Canadian,Economy,FL01249,Mobile App,173.0,4.0,Satisfied
PS00288,Priya Martin,67,Female,German,Economy,FL00400,Website,1450.0,3.9,Satisfied
PS00289,Meera Brown,21,Female,Indian,Economy,FL00834,Website,908.0,3.9,Satisfied
PS00290,Aarav Gupta,31,Male,Australian,Economy,FL00140,Website,166.0,4.4,Very Satisfied
PS00291,Kabir Patel,42,Male,Singaporean,Economy,FL01689,Mobile App,442.0,5.0,Very Satisfied
PS00292,Nisha Taylor,40,Female,German,Economy,FL01036,Mobile App,762.0,4.2,Very Satisfied
PS00293,Aditya Nair,43,Female,Australian,Business,FL03982,Website,575.0,3.9,Satisfied
PS00294,Daniel Smith,71,Female,German,Economy,FL04437,Travel Agent,516.0,3.9,Satisfied
PS00295,Aditya Patel,67,Female,Indian,Economy,FL00646,Mobile App,1020.0,3.6,Satisfied
PS00296,Priya Reddy,59,Male,British,Economy,FL03514,Website,936.0,4.9,Very Satisfied
PS00297,Daniel Smith,56,Male,Indian,Economy,FL00847,Travel Agent,181.0,4.8,Very Satisfied
PS00298,Olivia Singh,61,Male,Canadian,Premium Economy,FL00608,Mobile App,220.0,4.3,Very Satisfied
PS00299,Diya Joseph,29,Female,Australian,Premium Economy,FL00629,Mobile App,129.0,4.9,Very Satisfied
PS00300,Vikram Wilson,40,Male,German,Business,FL00804,Travel Agent,1476.0,4.0,Satisfied
PS00301,Sneha Reddy,18,Female,Indian,Economy,FL03611,Website,855.0,3.9,Satisfied
PS00302,Diya Wilson,21,Female,Canadian,Economy,FL00044,Website,343.0,4.2,Very Satisfied
PS00303,Rohan Wilson,64,Male,UAE,Economy,FL02287,Travel Agent,565.0,4.1,Very Satisfied
PS00304,Rohan Martin,34,Male,Canadian,Business,FL00869,Mobile App,1436.0,1.5,Very Dissatisfied
PS00305,Rahul Nair,75,Female,Singaporean,Economy,FL02877,Mobile App,656.0,3.9,Satisfied
PS00306,Priya Nair,23,Female,UAE,Economy,FL00474,Website,1109.0,3.4,Satisfied
PS00307,Aditya Martin,42,Female,Canadian,Economy,FL03049,Mobile App,124.0,3.1,Satisfied
PS00308,Aditya Sharma,40,Male,Australian,Economy,FL00327,Website,357.0,4.6,Very Satisfied
PS00309,Rohan Singh,29,Male,Singaporean,Business,FL03762,Mobile App,1188.0,3.5,Satisfied
PS00310,Vikram Smith,50,Male,American,Premium Economy,FL00696,Mobile App,577.0,4.7,Very Satisfied
PS00311,Ananya Martin,20,Female,Canadian,Premium Economy,FL02066,Travel Agent,1040.0,4.2,Very Satisfied
PS00312,Vikram Wilson,34,Female,German,Economy,FL03902,Website,848.0,1.1,Very Dissatisfied
PS00313,Meera Nair,74,Female,American,Premium Economy,FL04984,Mobile App,82.0,4.2,Very Satisfied
PS00314,Noah Martin,75,Female,Singaporean,Economy,FL00395,Website,784.0,2.3,Dissatisfied
PS00315,Kabir Reddy,41,Male,Canadian,Business,FL02948,Website,684.0,4.1,Very Satisfied
PS00316,Arjun Smith,33,Male,British,Economy,FL00219,Travel Agent,124.0,4.1,Very Satisfied
PS00317,Isha Brown,60,Female,American,Premium Economy,FL00518,Mobile App,697.0,4.8,Very Satisfied
PS00318,Kabir Nair,68,Female,Indian,Premium Economy,FL00500,Airport Counter,1020.0,4.6,Very Satisfied
PS00319,Vikram Smith,43,Male,British,Business,FL01046,Website,949.0,4.4,Very Satisfied
PS00320,Priya Joseph,37,Female,Indian,Economy,FL04032,Website,1450.0,4.4,Very Satisfied
PS00321,Emma Thomas,52,Male,UAE,Economy,FL00394,Website,1075.0,3.9,Satisfied
PS00322,Olivia Brown,49,Female,Canadian,Economy,FL02436,Website,87.0,3.5,Satisfied
PS00323,Sneha Patel,62,Female,UAE,Economy,FL00016,Website,974.0,4.7,Very Satisfied
PS00324,Sneha Singh,19,Female,American,Economy,FL01081,Travel Agent,507.0,4.1,Very Satisfied
PS00325,Aditya Martin,64,Male,Canadian,Economy,FL04418,Mobile App,1310.0,2.3,Dissatisfied
PS00326,Isha Reddy,47,Female,American,Premium Economy,FL00278,Website,88.0,4.4,Very Satisfied
PS00327,Daniel Taylor,19,Female,UAE,First,FL03167,Mobile App,994.0,3.8,Satisfied
PS00328,Karan Smith,24,Female,German,Economy,FL04681,Website,697.0,4.0,Satisfied
PS00329,Rahul Smith,46,Other,Canadian,Business,FL04312,Website,787.0,4.0,Satisfied
PS00330,Priya Patel,49,Male,Singaporean,Business,FL00930,Travel Agent,228.0,3.6,Satisfied
PS00331,Karan Kumar,49,Male,British,Economy,FL03054,Website,1470.0,4.3,Very Satisfied
PS00332,Noah Taylor,34,Male,German,Economy,FL04448,Travel Agent,1015.0,3.2,Satisfied
PS00333,Emma Kumar,31,Female,Singaporean,Economy,FL00937,Airport Counter,615.0,5.0,Very Satisfied
PS00334,Nisha Martin,52,Female,British,First,FL02413,Mobile App,898.0,4.5,Very Satisfied
PS00335,Aarav Gupta,37,Male,Indian,Economy,FL01146,Travel Agent,867.0,4.4,Very Satisfied
PS00336,Diya Thomas,37,Female,British,Business,FL03371,Travel Agent,784.0,4.0,Satisfied
PS00337,Daniel Wilson,57,Female,Australian,Economy,FL02617,Website,1492.0,4.2,Very Satisfied
PS00338,Ananya Patel,60,Female,UAE,Economy,FL01682,Mobile App,248.0,3.8,Satisfied
PS00339,Sneha Smith,30,Female,British,Economy,FL01746,Website,238.0,2.9,Dissatisfied
PS00340,Emma Singh,60,Other,Australian,Premium Economy,FL00364,Website,911.0,3.9,Satisfied
PS00341,Aarav Brown,75,Male,British,Economy,FL02640,Travel Agent,802.0,5.0,Very Satisfied
PS00342,Nisha Kumar,24,Male,Indian,Economy,FL02130,Mobile App,312.0,4.9,Very Satisfied
PS00343,Karan Kumar,67,Female,Singaporean,Economy,FL00667,Website,629.0,3.4,Satisfied
PS00344,Isha Joseph,73,Male,German,Economy,FL00618,Website,1178.0,3.0,Dissatisfied
PS00345,Kabir Martin,25,Other,UAE,Economy,FL02183,Mobile App,643.0,3.9,Satisfied
PS00346,Isha Patel,52,Female,British,Economy,FL00425,Travel Agent,243.0,2.9,Dissatisfied
PS00347,Nisha Joseph,65,Female,American,Economy,FL02546,Website,578.0,4.0,Satisfied
PS00348,Aarav Wilson,66,Male,American,Business,FL03544,Airport Counter,1045.0,4.0,Satisfied
PS00349,Diya Gupta,22,Female,German,Economy,FL03151,Website,111.0,4.8,Very Satisfied
PS00350,Ananya Martin,55,Female,British,Economy,FL00253,Travel Agent,441.0,4.4,Very Satisfied
PS00351,Aisha Sharma,69,Male,British,Premium Economy,FL01948,Website,1023.0,3.6,Satisfied
PS00352,Karan Singh,29,Female,Canadian,Economy,FL03405,Website,188.0,4.2,Very Satisfied
PS00353,Arjun Smith,33,Male,Singaporean,Economy,FL04982,Website,551.0,4.3,Very Satisfied
PS00354,Aisha Taylor,31,Male,Indian,Business,FL02209,Website,270.0,4.4,Very Satisfied
PS00355,Aisha Wilson,24,Female,Australian,Premium Economy,FL02448,Website,925.0,3.0,Dissatisfied
PS00356,Rahul Wilson,25,Male,Australian,Business,FL01179,Travel Agent,914.0,4.3,Very Satisfied
PS00357,Diya Sharma,61,Male,British,Business,FL03470,Mobile App,1485.0,4.1,Very Satisfied
PS00358,Kabir Brown,63,Male,Singaporean,Economy,FL04744,Website,1151.0,4.1,Very Satisfied
PS00359,Aisha Gupta,62,Female,American,Economy,FL00475,Travel Agent,295.0,4.3,Very Satisfied
PS00360,Nisha Thomas,72,Male,Singaporean,Economy,FL04278,Website,1352.0,4.6,Very Satisfied
PS00361,Aarav Nair,58,Female,American,Premium Economy,FL02987,Website,628.0,4.2,Very Satisfied
PS00362,Rohan Singh,73,Female,Canadian,Business,FL01495,Travel Agent,671.0,4.1,Very Satisfied
PS00363,Aisha Gupta,43,Female,British,Business,FL00702,Website,1143.0,3.6,Satisfied
PS00364,Diya Taylor,42,Male,UAE,Premium Economy,FL01274,Mobile App,876.0,4.7,Very Satisfied
PS00365,Emma Nair,26,Male,Canadian,Business,FL00660,Mobile App,1362.0,3.0,Dissatisfied
PS00366,Isha Joseph,66,Female,Indian,Economy,FL01692,Website,1381.0,4.7,Very Satisfied
PS00367,Karan Brown,59,Male,German,Economy,FL00881,Website,226.0,3.3,Satisfied
PS00368,Rahul Singh,19,Female,Singaporean,Economy,FL03479,Website,186.0,3.9,Satisfied
PS00369,Ananya Patel,40,Male,UAE,Business,FL00885,Mobile App,1133.0,3.6,Satisfied
PS00370,Meera Taylor,43,Female,American,Economy,FL04900,Website,108.0,2.0,Very Dissatisfied
PS00371,Daniel Reddy,73,Male,Singaporean,Business,FL01692,Mobile App,937.0,4.3,Very Satisfied
PS00372,Ananya Joseph,47,Female,UAE,Economy,FL00534,Travel Agent,1074.0,3.8,Satisfied
PS00373,Rohan Patel,18,Male,Indian,Economy,FL02969,Website,1475.0,3.3,Satisfied
PS00374,Rohan Kumar,45,Male,German,Business,FL01221,Mobile App,623.0,4.1,Very Satisfied
PS00375,Kabir Sharma,27,Female,Indian,Economy,FL01679,Travel Agent,1322.0,4.2,Very Satisfied
PS00376,Priya Sharma,42,Male,Australian,Economy,FL01261,Website,588.0,2.4,Dissatisfied
PS00377,Sneha Patel,44,Male,German,Economy,FL00471,Website,757.0,4.0,Satisfied
PS00378,Rahul Patel,60,Male,Singaporean,Premium Economy,FL01662,Mobile App,1141.0,3.0,Dissatisfied
PS00379,Arjun Joseph,29,Female,UAE,First,FL02409,Travel Agent,898.0,3.9,Satisfied
PS00380,Kabir Wilson,62,Female,Indian,Premium Economy,FL04040,Travel Agent,460.0,3.9,Satisfied
PS00381,Diya Martin,54,Male,Indian,Premium Economy,FL02916,Website,700.0,3.9,Satisfied
PS00382,Diya Gupta,60,Female,Australian,Economy,FL03872,Travel Agent,857.0,5.0,Very Satisfied
PS00383,Sneha Sharma,42,Male,UAE,Economy,FL01246,Travel Agent,1237.0,2.3,Dissatisfied
PS00384,Meera Joseph,31,Female,Australian,Economy,FL02208,Mobile App,423.0,4.7,Very Satisfied
PS00385,Priya Martin,35,Male,British,Economy,FL02642,Website,454.0,3.5,Satisfied
PS00386,Arjun Smith,41,Female,Singaporean,Economy,FL04827,Mobile App,1361.0,4.7,Very Satisfied
PS00387,Aditya Brown,29,Male,British,Premium Economy,FL03361,Airport Counter,647.0,3.3,Satisfied
PS00388,Aisha Wilson,51,Female,Canadian,Economy,FL03691,Website,1232.0,4.0,Satisfied
PS00389,Vikram Sharma,44,Female,UAE,Economy,FL03493,Mobile App,1394.0,3.3,Satisfied
PS00390,Diya Sharma,33,Female,Singaporean,Economy,FL02522,Mobile App,1240.0,5.0,Very Satisfied
PS00391,Sneha Martin,19,Female,Canadian,Premium Economy,FL02511,Website,1289.0,2.8,Dissatisfied
PS00392,Sneha Brown,71,Male,British,Economy,FL03097,Travel Agent,736.0,2.7,Dissatisfied
PS00393,Diya Taylor,34,Male,Singaporean,Economy,FL03422,Travel Agent,586.0,5.0,Very Satisfied
PS00394,Diya Smith,53,Female,American,First,FL00698,Mobile App,70.0,4.0,Satisfied
PS00395,Emma Patel,38,Male,Indian,First,FL00089,Travel Agent,1044.0,2.6,Dissatisfied
PS00396,Olivia Reddy,24,Female,Singaporean,Economy,FL03059,Mobile App,1187.0,2.6,Dissatisfied
PS00397,Rohan Joseph,32,Female,UAE,Economy,FL02957,Mobile App,331.0,3.3,Satisfied
PS00398,Rohan Singh,52,Female,German,Business,FL04366,Travel Agent,1070.0,4.2,Very Satisfied
PS00399,Noah Wilson,21,Male,Canadian,Economy,FL01318,Mobile App,1322.0,4.5,Very Satisfied
PS00400,Nisha Martin,18,Female,UAE,Premium Economy,FL01991,Travel Agent,514.0,3.7,Satisfied
PS00401,Aisha Sharma,40,Male,Australian,Economy,FL01485,Travel Agent,1200.0,4.8,Very Satisfied
PS00402,Noah Iyer,72,Female,Singaporean,Economy,FL02201,Website,539.0,3.7,Satisfied
PS00403,Meera Kumar,21,Female,American,Economy,FL03964,Mobile App,862.0,4.6,Very Satisfied
PS00404,Noah Gupta,57,Male,American,Economy,FL01949,Mobile App,972.0,4.5,Very Satisfied
PS00405,Priya Patel,62,Male,UAE,Economy,FL03051,Mobile App,861.0,3.6,Satisfied
PS00406,Vikram Gupta,30,Male,British,Economy,FL03715,Mobile App,1456.0,3.8,Satisfied
PS00407,Daniel Singh,23,Male,Canadian,Economy,FL02647,Mobile App,549.0,4.5,Very Satisfied
PS00408,Vikram Reddy,51,Male,Australian,Economy,FL01186,Mobile App,877.0,5.0,Very Satisfied
PS00409,Isha Thomas,58,Female,Australian,Economy,FL02679,Travel Agent,492.0,4.1,Very Satisfied
PS00410,Aditya Sharma,35,Female,Australian,Economy,FL01376,Website,724.0,4.2,Very Satisfied
PS00411,Emma Nair,31,Female,Singaporean,Business,FL02983,Travel Agent,718.0,1.7,Very Dissatisfied
PS00412,Emma Wilson,37,Female,Indian,Economy,FL02399,Travel Agent,723.0,4.2,Very Satisfied
PS00413,Noah Sharma,43,Female,Singaporean,Business,FL03929,Website,387.0,3.5,Satisfied
PS00414,Aisha Wilson,67,Female,British,Economy,FL01444,Airport Counter,1376.0,2.3,Dissatisfied
PS00415,Aarav Patel,24,Female,Australian,Economy,FL00403,Mobile App,1034.0,3.7,Satisfied
PS00416,Rohan Thomas,57,Male,Canadian,Premium Economy,FL01195,Travel Agent,1405.0,4.6,Very Satisfied
PS00417,Sneha Gupta,30,Male,German,Economy,FL02581,Website,88.0,2.8,Dissatisfied
PS00418,Meera Brown,32,Male,Australian,Economy,FL00215,Website,1202.0,3.9,Satisfied
PS00419,Emma Wilson,57,Female,UAE,Economy,FL01955,Website,792.0,3.4,Satisfied
PS00420,Diya Brown,52,Female,Australian,Premium Economy,FL02733,Website,223.0,3.9,Satisfied
PS00421,Daniel Taylor,35,Male,Canadian,Economy,FL00580,Website,1406.0,4.4,Very Satisfied
PS00422,Rahul Iyer,59,Female,Singaporean,Economy,FL03601,Website,990.0,4.1,Very Satisfied
PS00423,Ananya Sharma,31,Male,German,Economy,FL00163,Website,857.0,4.4,Very Satisfied
PS00424,Meera Reddy,20,Female,Canadian,Economy,FL02568,Airport Counter,1111.0,4.1,Very Satisfied
PS00425,Sneha Iyer,54,Male,Canadian,Economy,FL01900,Mobile App,1119.0,4.6,Very Satisfied
PS00426,Olivia Joseph,35,Male,UAE,Premium Economy,FL00904,Website,947.0,4.6,Very Satisfied
PS00427,Rahul Taylor,27,Female,Australian,Economy,FL01487,Website,1480.0,3.4,Satisfied
PS00428,Vikram Sharma,51,Female,German,Economy,FL03370,Travel Agent,933.0,2.5,Dissatisfied
PS00429,Emma Joseph,62,Male,UAE,Economy,FL03622,Travel Agent,501.0,3.1,Satisfied
PS00430,Vikram Sharma,74,Male,American,Economy,FL03977,Website,224.0,4.1,Very Satisfied
PS00431,Isha Gupta,43,Female,Australian,Economy,FL00204,Travel Agent,778.0,4.6,Very Satisfied
PS00432,Arjun Gupta,21,Female,American,Economy,FL04998,Website,746.0,4.5,Very Satisfied
PS00433,Rahul Joseph,67,Female,Indian,Economy,FL02079,Airport Counter,1153.0,3.5,Satisfied
PS00434,Olivia Joseph,55,Female,American,Economy,FL01777,Travel Agent,250.0,2.9,Dissatisfied
PS00435,Aditya Singh,64,Male,Australian,Economy,FL04389,Travel Agent,952.0,3.8,Satisfied
PS00436,Sneha Martin,73,Female,American,Economy,FL01024,Travel Agent,551.0,3.8,Satisfied
PS00437,Aisha Brown,59,Male,Canadian,Economy,FL02907,Mobile App,905.0,2.6,Dissatisfied
PS00438,Arjun Singh,57,Male,Singaporean,Economy,FL00030,Website,381.0,3.8,Satisfied
PS00439,Karan Thomas,37,Female,UAE,Economy,FL03578,Airport Counter,183.0,4.7,Very Satisfied
PS00440,Noah Martin,31,Male,Indian,Economy,FL03216,Website,784.0,2.9,Dissatisfied
PS00441,Aarav Brown,19,Male,Australian,Premium Economy,FL04270,Website,371.0,5.0,Very Satisfied
PS00442,Isha Reddy,48,Male,Australian,Business,FL02368,Website,852.0,4.0,Satisfied
PS00443,Daniel Reddy,46,Male,British,Economy,FL00225,Travel Agent,1406.0,4.9,Very Satisfied
PS00444,Isha Sharma,75,Male,Canadian,Economy,FL01142,Mobile App,329.0,4.2,Very Satisfied
PS00445,Meera Smith,30,Female,Singaporean,Economy,FL00016,Mobile App,362.0,5.0,Very Satisfied
PS00446,Karan Iyer,74,Male,Australian,Economy,FL02963,Travel Agent,564.0,5.0,Very Satisfied
PS00447,Olivia Patel,22,Female,British,Premium Economy,FL02990,Website,273.0,3.3,Satisfied
PS00448,Meera Smith,20,Male,American,Business,FL00060,Travel Agent,910.0,4.0,Satisfied
PS00449,Emma Kumar,70,Male,German,Economy,FL03395,Mobile App,891.0,5.0,Very Satisfied
PS00450,Vikram Nair,72,Female,UAE,Economy,FL01211,Mobile App,446.0,4.7,Very Satisfied
PS00451,Vikram Joseph,36,Male,Canadian,Economy,FL03211,Website,1174.0,4.9,Very Satisfied
PS00452,Diya Thomas,65,Female,American,Economy,FL04435,Travel Agent,85.0,3.5,Satisfied
PS00453,Emma Reddy,71,Male,Canadian,Economy,FL04729,Website,737.0,5.0,Very Satisfied
PS00454,Nisha Brown,21,Male,Canadian,Economy,FL00926,Airport Counter,971.0,4.1,Very Satisfied
PS00455,Ananya Taylor,50,Female,Singaporean,Business,FL01725,Mobile App,1005.0,4.5,Very Satisfied
PS00456,Meera Taylor,71,Male,UAE,First,FL02434,Mobile App,1044.0,3.7,Satisfied
PS00457,Olivia Reddy,74,Female,British,Economy,FL01248,Website,1300.0,4.4,Very Satisfied
PS00458,Arjun Singh,45,Other,Singaporean,Economy,FL03890,Website,562.0,4.2,Very Satisfied
PS00459,Daniel Gupta,53,Female,Australian,Economy,FL01317,Website,980.0,3.8,Satisfied
PS00460,Olivia Iyer,75,Male,Canadian,Premium Economy,FL02014,Website,914.0,4.6,Very Satisfied
PS00461,Karan Brown,23,Female,Canadian,Economy,FL00040,Mobile App,1312.0,4.4,Very Satisfied
PS00462,Olivia Wilson,63,Male,German,Economy,FL00119,Travel Agent,868.0,4.7,Very Satisfied
PS00463,Meera Kumar,24,Female,Indian,Economy,FL00651,Travel Agent,1247.0,4.7,Very Satisfied
PS00464,Aarav Sharma,24,Female,Canadian,Economy,FL02060,Website,1131.0,4.7,Very Satisfied
PS00465,Arjun Iyer,43,Female,Singaporean,Premium Economy,FL00327,Website,1373.0,4.2,Very Satisfied
PS00466,Aisha Thomas,43,Female,Canadian,Business,FL01541,Website,843.0,3.2,Satisfied
PS00467,Noah Thomas,25,Female,German,Business,FL04011,Website,1034.0,4.0,Satisfied
PS00468,Rohan Nair,64,Female,Indian,Economy,FL00411,Airport Counter,430.0,3.3,Satisfied
PS00469,Diya Thomas,62,Male,Indian,First,FL04731,Airport Counter,494.0,3.6,Satisfied
PS00470,Aditya Kumar,45,Male,Australian,Economy,FL00176,Website,1354.0,4.1,Very Satisfied
PS00471,Nisha Thomas,48,Male,Canadian,Economy,FL02664,Website,227.0,4.4,Very Satisfied
PS00472,Isha Martin,66,Female,UAE,Economy,FL00262,Mobile App,943.0,3.0,Dissatisfied
PS00473,Isha Wilson,64,Other,Canadian,Economy,FL02045,Mobile App,165.0,5.0,Very Satisfied
PS00474,Emma Iyer,47,Male,UAE,Economy,FL04046,Website,373.0,3.7,Satisfied
PS00475,Daniel Iyer,50,Male,Singaporean,Economy,FL04188,Website,1039.0,3.7,Satisfied
PS00476,Sneha Kumar,68,Female,German,Economy,FL00705,Travel Agent,1468.0,4.0,Satisfied
PS00477,Ananya Iyer,28,Male,British,Premium Economy,FL01565,Travel Agent,1184.0,4.8,Very Satisfied
PS00478,Ananya Sharma,50,Male,British,Economy,FL03069,Mobile App,948.0,4.2,Very Satisfied
PS00479,Ananya Singh,34,Female,British,Premium Economy,FL03129,Website,321.0,4.7,Very Satisfied
PS00480,Sneha Iyer,52,Male,American,Business,FL00550,Mobile App,338.0,4.3,Very Satisfied
PS00481,Arjun Martin,34,Male,British,Premium Economy,FL02594,Mobile App,927.0,3.5,Satisfied
PS00482,Emma Smith,62,Male,American,Economy,FL02470,Mobile App,673.0,4.8,Very Satisfied
PS00483,Rohan Iyer,75,Other,Singaporean,Economy,FL03726,Travel Agent,484.0,4.8,Very Satisfied
PS00484,Rohan Reddy,24,Male,British,Business,FL00536,Travel Agent,191.0,4.1,Very Satisfied
PS00485,Kabir Taylor,70,Male,German,Business,FL02397,Travel Agent,991.0,3.1,Satisfied
PS00486,Kabir Wilson,61,Male,Canadian,Economy,FL00043,Mobile App,1466.0,4.3,Very Satisfied
PS00487,Priya Smith,24,Male,Canadian,Economy,FL01239,Mobile App,129.0,3.9,Satisfied
PS00488,Ananya Brown,49,Female,Australian,Premium Economy,FL00587,Travel Agent,1059.0,3.1,Satisfied
PS00489,Isha Wilson,51,Female,Canadian,Economy,FL01447,Website,528.0,2.9,Dissatisfied
PS00490,Ananya Smith,75,Female,Indian,Business,FL04527,Website,1037.0,4.9,Very Satisfied
PS00491,Aarav Thomas,19,Female,American,Economy,FL02144,Website,1265.0,4.1,Very Satisfied
PS00492,Vikram Patel,29,Male,Australian,Economy,FL00339,Website,235.0,4.9,Very Satisfied
PS00493,Nisha Patel,46,Female,British,Economy,FL02620,Mobile App,1289.0,2.1,Dissatisfied
PS00494,Daniel Brown,69,Male,Singaporean,Economy,FL01223,Travel Agent,73.0,3.8,Satisfied
PS00495,Sneha Gupta,54,Male,Australian,Economy,FL03617,Travel Agent,1015.0,3.8,Satisfied
PS00496,Diya Wilson,60,Female,Singaporean,Business,FL01180,Mobile App,1474.0,5.0,Very Satisfied
PS00497,Emma Singh,34,Female,Australian,Economy,FL00601,Mobile App,1332.0,4.4,Very Satisfied
